"","Name","Longitude","Latitude","Population"
"7296","Carlisle, Indiana",-87.4015,38.9608,671
"7297","Sunman, Indiana",-85.0931,39.2373,1044
"7298","Princeton, Indiana",-87.5785,38.3552,8632
"7299","Crothersville, Indiana",-85.8397,38.7946,1585
"7300","Homecroft, Indiana",-86.1312,39.6696,745
"7301","Haubstadt, Indiana",-87.5753,38.2038,1685
"7302","Ligonier, Indiana",-85.5945,41.465,4803
"7303","Hazleton, Indiana",-87.5406,38.4893,254
"7304","New Carlisle, Indiana",-86.4917,41.7018,3670
"7305","Riley, Indiana",-87.3002,39.3897,218
"7306","Stilesville, Indiana",-86.6343,39.6373,330
"7307","Winona Lake, Indiana",-85.8106,41.2167,5166
"7308","Macy, Indiana",-86.1296,40.9582,206
"7309","Brooklyn, Indiana",-86.3675,39.5435,1607
"7310","Fulton, Indiana",-86.2643,40.9462,324
"7311","Portage, Indiana",-87.1792,41.5866,36505
"7312","Remington, Indiana",-87.1524,40.7653,1185
"7313","Flora, Indiana",-86.5242,40.5452,1988
"7314","Montezuma, Indiana",-87.3694,39.7911,992
"7315","Clermont, Indiana",-86.3207,39.8167,1409
"7316","Farmersburg, Indiana",-87.3807,39.2526,1088
"7317","Bethany, Indiana",-86.3778,39.5337,81
"7318","Straughn, Indiana",-85.2907,39.8083,217
"7319","Goodland, Indiana",-87.2952,40.7637,1004
"7320","Darmstadt, Indiana",-87.5793,38.0938,1466
"7321","Fillmore, Indiana",-86.7532,39.6697,526
"7322","Marshall, Indiana",-87.1868,39.8475,319
"7323","Greentown, Indiana",-85.9624,40.4765,3166
"7324","Westville, Indiana",-86.9054,41.5381,5650
"7325","Salem, Indiana",-86.0977,38.6048,6396
"7326","Laurel, Indiana",-85.188,39.502,500
"7327","Leesburg, Indiana",-85.8489,41.3307,560
"7328","Somerville, Indiana",-87.3774,38.2783,288
"7329","Palmyra, Indiana",-86.1086,38.4081,941
"7330","Ulen, Indiana",-86.4652,40.0662,125
"7331","Cannelburg, Indiana",-86.9974,38.6679,156
"7332","Springport, Indiana",-85.3925,40.0472,142
"7333","Cumberland, Indiana",-85.9498,39.7852,5599
"7334","Hartford City, Indiana",-85.3735,40.4536,5862
"7335","Earl Park, Indiana",-87.4199,40.6855,331
"7336","North Judson, Indiana",-86.7769,41.2161,1739
"7337","Mount Carmel, Indiana",-84.8756,39.4076,84
"7338","Roann, Indiana",-85.9245,40.9112,465
"7339","Chandler, Indiana",-87.3747,38.0368,3396
"7340","Hope, Indiana",-85.766,39.2993,2158
"7341","Georgetown, Indiana",-85.9628,38.2958,3222
"7342","Grandview, Indiana",-86.9842,37.9369,723
"7343","Mount Auburn, Indiana",-85.1905,39.8123,106
"7344","Mishawaka, Indiana",-86.1667,41.6733,48679
"7345","Staunton, Indiana",-87.1888,39.4864,513
"7346","Culver, Indiana",-86.4234,41.2157,1412
"7347","Nashville, Indiana",-86.2383,39.2081,1067
"7348","Van Buren, Indiana",-85.5039,40.6157,822
"7349","Berne, Indiana",-84.9555,40.6567,5631
"7350","Wolcottville, Indiana",-85.3667,41.5256,1015
"7351","Country Club Heights, Indiana",-85.6877,40.1242,78
"7352","Pottawattamie Park, Indiana",-86.8672,41.7234,231
"7353","Oxford, Indiana",-87.2484,40.5222,1137
"7354","Tipton, Indiana",-86.0424,40.2818,6555
"7355","Owensville, Indiana",-87.6921,38.2716,1278
"7356","Decker, Indiana",-87.524,38.5184,245
"7357","Bristol, Indiana",-85.8234,41.718,1672
"7358","Kirklin, Indiana",-86.359,40.1933,784
"7359","Mitchell, Indiana",-86.4746,38.7364,4090
"7360","La Paz, Indiana",-86.3083,41.456,551
"7361","Mount Etna, Indiana",-85.5612,40.7405,103
"7362","Whiting, Indiana",-87.4843,41.6731,4831
"7363","Poneto, Indiana",-85.2225,40.6568,167
"7364","Kennard, Indiana",-85.5222,39.9055,460
"7365","Portland, Indiana",-84.9835,40.4377,5946
"7366","Swayzee, Indiana",-85.8244,40.5066,936
"7367","Vincennes, Indiana",-87.5102,38.6759,20726
"7368","Roanoke, Indiana",-85.376,40.9639,1691
"7369","Albany, Indiana",-85.2324,40.3061,2107
"7370","Griffin, Indiana",-87.9149,38.2039,166
"7371","Converse, Indiana",-85.8779,40.577,1229
"7372","Fountain City, Indiana",-84.9192,39.9549,772
"7373","Bremen, Indiana",-86.1507,41.448,4625
"7374","North Vernon, Indiana",-85.6287,39.0151,11575
"7375","Rocky Ripple, Indiana",-86.1731,39.8484,629
"7376","Rising Sun, Indiana",-84.8543,38.9533,2195
"7377","Bloomington, Indiana",-86.5257,39.1637,114140
"7378","Bourbon, Indiana",-86.1175,41.2977,1777
"7379","Porter, Indiana",-87.0801,41.6257,4846
"7380","Rossville, Indiana",-86.5955,40.4199,1628
"7381","Milford, Indiana",-85.8446,41.4142,1565
"7382","Sidney, Indiana",-85.7425,41.1049,83
"7383","Pendleton, Indiana",-85.765,40.0057,4263
"7384","Trafalgar, Indiana",-86.1497,39.4132,1182
"7385","Oaktown, Indiana",-87.4412,38.8717,597
"7386","Crane, Indiana",-86.9012,38.8945,182
"7387","Greenwood, Indiana",-86.1073,39.6019,56545
"7388","Saratoga, Indiana",-84.9159,40.2368,246
"7389","Alamo, Indiana",-87.0554,39.9835,65
"7390","La Crosse, Indiana",-86.8898,41.3177,531
"7391","Alexandria, Indiana",-85.676,40.2583,5024
"7392","Lawrenceburg, Indiana",-84.8713,39.0989,12787
"7393","Washington, Indiana",-87.1721,38.6592,13090
"7394","Bloomfield, Indiana",-86.9373,39.0262,2434
"7395","Long Beach, Indiana",-86.8526,41.7432,1161
"7396","Troy, Indiana",-86.8005,37.996,364
"7397","Jasper, Indiana",-86.9405,38.3936,16245
"7398","Lagrange, Indiana",-85.4178,41.6489,3242
"7399","Warren, Indiana",-85.4249,40.6878,1210
"7400","Vevay, Indiana",-85.0781,38.7428,1681
"7401","Newburgh, Indiana",-87.4051,37.9492,3283
"7402","Garrett, Indiana",-85.1236,41.3532,6360
"7403","Greensburg, Indiana",-85.5024,39.3515,11928
"7404","New Point, Indiana",-85.3275,39.3097,340
"7405","Fairland, Indiana",-85.8627,39.5849,584
"7406","Muncie, Indiana",-85.395,40.1989,89186
"7407","Merrillville, Indiana",-87.3197,41.4728,34994
"7408","Economy, Indiana",-85.0871,39.9774,179
"7409","Edinburgh, Indiana",-85.9628,39.3509,4577
"7410","Beech Grove, Indiana",-86.087,39.7153,14740
"7411","Saltillo, Indiana",-86.2975,38.6662,90
"7412","Roseland, Indiana",-86.2506,41.7177,628
"7413","Gosport, Indiana",-86.6655,39.3507,802
"7414","Dugger, Indiana",-87.259,39.0704,891
"7415","Monroeville, Indiana",-84.8682,40.9733,1297
"7416","Bryant, Indiana",-84.9633,40.5358,257
"7417","Campbellsburg, Indiana",-86.2613,38.6514,574
"7418","Dale, Indiana",-86.9849,38.1733,1532
"7419","Arcadia, Indiana",-86.0211,40.1742,1653
"7420","Mooresville, Indiana",-86.3677,39.6038,9660
"7421","Leavenworth, Indiana",-86.3453,38.1994,232
"7422","South Whitley, Indiana",-85.6278,41.0838,1740
"7423","Tennyson, Indiana",-87.1187,38.0816,296
"7424","Mentone, Indiana",-86.0382,41.174,979
"7425","Princes Lakes, Indiana",-86.11,39.3516,1347
"7426","Monrovia, Indiana",-86.4791,39.5842,1441
"7427","Mackey, Indiana",-87.3912,38.2505,105
"7428","Michigan City, Indiana",-86.8705,41.7098,65356
"7429","Santa Claus, Indiana",-86.9292,38.1168,2463
"7430","Madison, Indiana",-85.397,38.758,18298
"7431","Rushville, Indiana",-85.4464,39.6154,6444
"7432","Gaston, Indiana",-85.5009,40.3138,863
"7433","Plymouth, Indiana",-86.3188,41.3482,12392
"7434","Spring Lake, Indiana",-85.8536,39.7767,218
"7435","Brookville, Indiana",-85.0114,39.4232,2546
"7436","Cedar Lake, Indiana",-87.438,41.3693,12183
"7437","Elizabethtown, Indiana",-85.8124,39.1351,515
"7438","Greencastle, Indiana",-86.8419,39.6431,10812
"7439","Wolcott, Indiana",-87.042,40.7589,977
"7440","Altona, Indiana",-85.1524,41.3521,194
"7441","Carthage, Indiana",-85.5715,39.7366,889
"7442","Coatesville, Indiana",-86.6698,39.6881,546
"7443","Greenville, Indiana",-85.9847,38.3717,807
"7444","Linton, Indiana",-87.1587,39.0357,5644
"7445","Bruceville, Indiana",-87.4154,38.758,475
"7446","Summitville, Indiana",-85.6435,40.3361,985
"7447","Cynthiana, Indiana",-87.7086,38.1873,538
"7448","French Lick, Indiana",-86.6197,38.5467,1769
"7449","Fairview Park, Indiana",-87.4142,39.6821,1330
"7450","Mellott, Indiana",-87.1489,40.1639,188
"7451","Francesville, Indiana",-86.8834,40.9853,822
"7452","Lake Station, Indiana",-87.26,41.5729,11952
"7453","Amo, Indiana",-86.6125,39.6888,418
"7454","Lawrence, Indiana",-85.9904,39.8674,47866
"7455","Schererville, Indiana",-87.4444,41.487,28701
"7456","Kendallville, Indiana",-85.2578,41.4441,10444
"7457","Fort Branch, Indiana",-87.5735,38.2462,4419
"7458","Hobart, Indiana",-87.2728,41.5139,28248
"7459","Chrisney, Indiana",-87.0315,38.0097,483
"7460","Pennville, Indiana",-85.1467,40.4919,690
"7461","Birdseye, Indiana",-86.6961,38.315,415
"7462","Rosedale, Indiana",-87.2818,39.6225,705
"7463","Franklin, Indiana",-86.0541,39.4935,24867
"7464","Boswell, Indiana",-87.376,40.5173,759
"7465","Bicknell, Indiana",-87.3078,38.7744,3174
"7466","Highland, Indiana",-87.4587,41.5484,22737
"7467","Austin, Indiana",-85.8118,38.7417,4139
"7468","Greensboro, Indiana",-85.464,39.8786,140
"7469","Russiaville, Indiana",-86.2731,40.4185,1097
"7470","Patoka, Indiana",-87.5875,38.4012,724
"7471","Claypool, Indiana",-85.8826,41.1306,429
"7472","Hebron, Indiana",-87.2024,41.325,3507
"7473","Merom, Indiana",-87.5673,39.056,224
"7474","New Richmond, Indiana",-86.9774,40.1944,332
"7475","Mauckport, Indiana",-86.1996,38.0257,81
"7476","Lakeville, Indiana",-86.2743,41.5287,788
"7477","Bainbridge, Indiana",-86.8117,39.7616,745
"7478","North Crows Nest, Indiana",-86.1623,39.8661,47
"7479","Petersburg, Indiana",-87.281,38.4919,2331
"7480","Clarks Hill, Indiana",-86.7245,40.2472,694
"7481","Wynnedale, Indiana",-86.2004,39.8326,239
"7482","Hudson, Indiana",-85.0842,41.5318,510
"7483","Union City, Indiana",-84.8204,40.1994,5295
"7484","Veedersburg, Indiana",-87.2566,40.1128,2078
"7485","Wakarusa, Indiana",-86.014,41.5336,1819
"7486","Pittsboro, Indiana",-86.4647,39.8676,3283
"7487","Ferdinand, Indiana",-86.8626,38.2265,2201
"7488","Dunkirk, Indiana",-85.2073,40.3745,3513
"7489","Hillsboro, Indiana",-87.1576,40.1089,517
"7490","Versailles, Indiana",-85.2565,39.064,2108
"7491","Francisco, Indiana",-87.4478,38.3332,470
"7492","Geneva, Indiana",-84.9569,40.5975,1331
"7493","New Ross, Indiana",-86.7146,39.9647,344
"7494","Trail Creek, Indiana",-86.8555,41.6963,2012
"7495","Woodburn, Indiana",-84.8503,41.1287,1578
"7496","Shadeland, Indiana",-86.9622,40.3509,1824
"7497","Mulberry, Indiana",-86.6674,40.3458,1239
"7498","Andrews, Indiana",-85.6019,40.8603,1129
"7499","New Middletown, Indiana",-86.0513,38.1645,93
"7500","Knox, Indiana",-86.621,41.291,3213
"7501","Spiceland, Indiana",-85.4378,39.8374,860
"7502","Mount Vernon, Indiana",-87.8955,37.9364,6821
"7503","Milton, Indiana",-85.1563,39.7862,459
"7504","Advance, Indiana",-86.6204,39.9954,514
"7505","North Liberty, Indiana",-86.4279,41.5324,1920
"7506","Rensselaer, Indiana",-87.1683,40.9381,6091
"7507","New Castle, Indiana",-85.3697,39.919,21949
"7508","Ossian, Indiana",-85.1684,40.8784,3783
"7509","New Haven, Indiana",-85.0282,41.0669,15384
"7510","Fairmount, Indiana",-85.6477,40.4172,2793
"7511","Worthington, Indiana",-86.9793,39.1185,1416
"7512","Switz City, Indiana",-87.0534,39.0349,288
"7513","Elwood, Indiana",-85.8372,40.2743,9204
"7514","Williamsport, Indiana",-87.2922,40.2884,1824
"7515","Warsaw, Indiana",-85.8479,41.2443,32622
"7516","Packwood, Iowa",-92.0825,41.1327,222
"7517","Windsor Heights, Iowa",-93.7129,41.6042,4983
"7518","Ireton, Iowa",-96.3218,42.9749,601
"7519","Castalia, Iowa",-91.677,43.1128,166
"7520","West Branch, Iowa",-91.3406,41.6627,2359
"7521","University Park, Iowa",-92.6149,41.2857,474
"7522","Le Mars, Iowa",-96.1743,42.7809,9339
"7523","Dundee, Iowa",-91.5461,42.5799,170
"7524","Wayland, Iowa",-91.6591,41.1485,952
"7525","Oakland Acres, Iowa",-92.8211,41.7204,155
"7526","Pleasant Hill, Iowa",-93.4998,41.5857,9750
"7527","Bayard, Iowa",-94.5578,41.852,457
"7528","Farley, Iowa",-91.0091,42.4438,1688
"7529","Vincent, Iowa",-94.0198,42.5917,168
"7530","Allerton, Iowa",-93.3689,40.7077,502
"7531","Imogene, Iowa",-95.4275,40.879,67
"7532","Clutier, Iowa",-92.4036,42.0793,209
"7533","Blockton, Iowa",-94.4779,40.6168,191
"7534","Ralston, Iowa",-94.6293,42.0418,75
"7535","Davenport, Iowa",-90.6052,41.5558,288233
"7536","Lake City, Iowa",-94.731,42.2676,1679
"7537","Fremont, Iowa",-92.4342,41.2125,724
"7538","Jackson Junction, Iowa",-92.0463,43.1013,55
"7539","Casey, Iowa",-94.5213,41.5075,399
"7540","Alden, Iowa",-93.3806,42.5106,762
"7541","Kellogg, Iowa",-92.9071,41.7181,590
"7542","Kingsley, Iowa",-95.9678,42.5865,1427
"7543","University Heights, Iowa",-91.5588,41.6551,1089
"7544","Dougherty, Iowa",-93.0359,42.922,56
"7545","Okoboji, Iowa",-95.1392,43.3911,830
"7546","Otho, Iowa",-94.1493,42.4222,515
"7547","Holland, Iowa",-92.7988,42.3999,277
"7548","Montrose, Iowa",-91.4167,40.5261,869
"7549","Centralia, Iowa",-90.8366,42.4724,131
"7550","Rhodes, Iowa",-93.1837,41.9279,306
"7551","Hancock, Iowa",-95.3637,41.3922,195
"7552","Ollie, Iowa",-92.0923,41.1991,210
"7553","Winterset, Iowa",-94.0136,41.3456,5122
"7554","Olin, Iowa",-91.1417,41.9977,684
"7555","Lynnville, Iowa",-92.7869,41.5728,390
"7556","Wellsburg, Iowa",-92.9265,42.4338,691
"7557","Charlotte, Iowa",-90.4682,41.9621,368
"7558","Fredonia, Iowa",-91.3397,41.2844,239
"7559","Maurice, Iowa",-96.1827,42.9661,278
"7560","Vail, Iowa",-95.2003,42.0599,416
"7561","Pocahontas, Iowa",-94.6661,42.7371,1710
"7562","Center Point, Iowa",-91.7794,42.1843,2524
"7563","Whittemore, Iowa",-94.4251,43.0634,486
"7564","Manning, Iowa",-95.0642,41.9092,1455
"7565","Eldon, Iowa",-92.2177,40.9176,916
"7566","Woolstock, Iowa",-93.8433,42.5648,163
"7567","Ocheyedan, Iowa",-95.5365,43.4181,460
"7568","Hartley, Iowa",-95.4768,43.179,1618
"7569","George, Iowa",-96.0027,43.342,1068
"7570","Durant, Iowa",-90.912,41.6015,1823
"7571","Pomeroy, Iowa",-94.6778,42.5519,623
"7572","Gray, Iowa",-94.9859,41.8418,59
"7573","Wilton, Iowa",-91.027,41.5898,2797
"7574","Garden Grove, Iowa",-93.6073,40.8264,207
"7575","Toledo, Iowa",-92.5803,41.9902,2187
"7576","Moorland, Iowa",-94.2953,42.4413,163
"7577","Gravity, Iowa",-94.7435,40.7602,187
"7578","Denver, Iowa",-92.3346,42.6689,1841
"7579","Long Grove, Iowa",-90.5803,41.6922,853
"7580","Lakota, Iowa",-94.0963,43.3786,285
"7581","Wallingford, Iowa",-94.7924,43.3202,186
"7582","Burlington, Iowa",-91.1249,40.8072,29124
"7583","Spillville, Iowa",-91.952,43.2031,350
"7584","Collins, Iowa",-93.3082,41.902,477
"7585","Sioux Center, Iowa",-96.1707,43.0746,7076
"7586","Norway, Iowa",-91.9226,41.9022,524
"7587","New Hartford, Iowa",-92.623,42.5663,502
"7588","Boyden, Iowa",-96.0031,43.1889,695
"7589","Prairieburg, Iowa",-91.4259,42.2378,181
"7590","Sheffield, Iowa",-93.2087,42.8929,1125
"7591","Haverhill, Iowa",-92.9608,41.944,173
"7592","Westphalia, Iowa",-95.3937,41.7192,125
"7593","Waterville, Iowa",-91.296,43.2084,141
"7594","Salem, Iowa",-91.6206,40.852,379
"7595","Hamilton, Iowa",-92.9041,41.1703,129
"7596","Ferguson, Iowa",-92.863,41.9386,126
"7597","South English, Iowa",-92.0905,41.4521,207
"7598","Elkader, Iowa",-91.4024,42.8571,1213
"7599","Manly, Iowa",-93.201,43.2881,1305
"7600","Terril, Iowa",-94.969,43.3058,362
"7601","Houghton, Iowa",-91.6108,40.7837,143
"7602","Tama, Iowa",-92.574,41.9636,4826
"7603","Albia, Iowa",-92.8039,41.0272,3591
"7604","Lone Tree, Iowa",-91.4262,41.4866,1388
"7605","Pisgah, Iowa",-95.9264,41.8304,237
"7606","Irwin, Iowa",-95.2068,41.7902,330
"7607","Clarion, Iowa",-93.7294,42.7322,2560
"7608","Steamboat Rock, Iowa",-93.0664,42.4082,309
"7609","Greene, Iowa",-92.8043,42.8969,1103
"7610","Arthur, Iowa",-95.3469,42.3354,203
"7611","Archer, Iowa",-95.744,43.1151,127
"7612","Laurel, Iowa",-92.9222,41.8841,239
"7613","Ankeny, Iowa",-93.6033,41.7279,58627
"7614","Gibson, Iowa",-92.392,41.4801,59
"7615","Story City, Iowa",-93.5866,42.1866,3291
"7616","Webb, Iowa",-95.0129,42.9497,136
"7617","Larchwood, Iowa",-96.4369,43.4545,864
"7618","Grandview, Iowa",-91.1879,41.2771,530
"7619","Winthrop, Iowa",-91.738,42.4702,848
"7620","Washta, Iowa",-95.7202,42.5756,237
"7621","Klemme, Iowa",-93.6013,43.0098,476
"7622","Clare, Iowa",-94.3447,42.5875,141
"7623","Bevington, Iowa",-93.7904,41.3596,68
"7624","Pacific Junction, Iowa",-95.7995,41.018,460
"7625","Blanchard, Iowa",-95.2215,40.5808,37
"7626","Stanhope, Iowa",-93.796,42.2889,408
"7627","Corydon, Iowa",-93.3174,40.7574,1603
"7628","La Motte, Iowa",-90.6235,42.2958,253
"7629","Hardy, Iowa",-94.0512,42.8101,45
"7630","Eddyville, Iowa",-92.6297,41.1591,1005
"7631","Palo, Iowa",-91.8002,42.0646,1077
"7632","Hull, Iowa",-96.1336,43.1895,2266
"7633","Marquette, Iowa",-91.1905,43.0446,453
"7634","Thor, Iowa",-94.0496,42.6881,179
"7635","New Providence, Iowa",-93.1718,42.2812,225
"7636","Baldwin, Iowa",-90.8385,42.0732,106
"7637","Charles City, Iowa",-92.6745,43.0644,7510
"7638","Victor, Iowa",-92.2947,41.7308,881
"7639","Lytton, Iowa",-94.8605,42.4233,299
"7640","Orleans, Iowa",-95.0989,43.4511,613
"7641","Dexter, Iowa",-94.2276,41.5154,600
"7642","Silver City, Iowa",-95.638,41.1114,247
"7643","Nemaha, Iowa",-95.0889,42.515,82
"7644","Harvey, Iowa",-92.9227,41.3179,238
"7645","Magnolia, Iowa",-95.8741,41.6922,173
"7646","Mount Pleasant, Iowa",-91.5453,40.9622,8360
"7647","Lovilia, Iowa",-92.9083,41.135,510
"7648","Spirit Lake, Iowa",-95.1109,43.4177,11375
"7649","Kiron, Iowa",-95.3271,42.194,273
"7650","Oyens, Iowa",-96.0582,42.82,102
"7651","Westfield, Iowa",-96.6056,42.7561,131
"7652","Dallas Center, Iowa",-93.9816,41.6854,1746
"7653","Cantril, Iowa",-92.0685,40.6429,218
"7654","Panorama Park, Iowa",-90.4536,41.5556,151
"7655","Danbury, Iowa",-95.7216,42.2364,338
"7656","Burt, Iowa",-94.2211,43.1989,505
"7657","Diagonal, Iowa",-94.3421,40.8105,326
"7658","Northwood, Iowa",-93.2166,43.4441,2000
"7659","Colwell, Iowa",-92.591,43.1577,71
"7660","Akron, Iowa",-96.5571,42.8268,1465
"7661","Carbon, Iowa",-94.824,41.0497,31
"7662","Mediapolis, Iowa",-91.1637,41.0079,1553
"7663","Avoca, Iowa",-95.3373,41.4828,1513
"7664","Brighton, Iowa",-91.8212,41.1747,659
"7665","Swan, Iowa",-93.3095,41.4675,72
"7666","Paton, Iowa",-94.2551,42.1642,230
"7667","Ridgeway, Iowa",-91.9926,43.2989,300
"7668","West Point, Iowa",-91.4523,40.7149,954
"7669","Rockwell, Iowa",-93.1871,42.98,1012
"7670","Whiting, Iowa",-96.1508,42.1272,744
"7671","Walford, Iowa",-91.8305,41.8796,1459
"7672","Villisca, Iowa",-94.982,40.9298,1182
"7673","Lawton, Iowa",-96.1851,42.4769,961
"7674","Clemons, Iowa",-93.1585,42.1139,148
"7675","Emerson, Iowa",-95.4028,41.018,437
"7676","Earling, Iowa",-95.4189,41.7761,420
"7677","Guttenberg, Iowa",-91.1059,42.7886,1840
"7678","Adel, Iowa",-94.0136,41.6122,3696
"7679","Harcourt, Iowa",-94.1745,42.2606,292
"7680","Ladora, Iowa",-92.1859,41.7555,281
"7681","Hedrick, Iowa",-92.3079,41.1712,740
"7682","Albion, Iowa",-92.9887,42.1125,469
"7683","Mount Union, Iowa",-91.3908,41.0576,106
"7684","Traer, Iowa",-92.4641,42.1907,1657
"7685","Greenfield, Iowa",-94.4592,41.3056,1843
"7686","Calumet, Iowa",-95.5514,42.945,169
"7687","Westside, Iowa",-95.1014,42.0757,297
"7688","Kalona, Iowa",-91.7018,41.4874,2534
"7689","Fraser, Iowa",-93.9734,42.1251,104
"7690","Dows, Iowa",-93.5012,42.6593,511
"7691","North English, Iowa",-92.0777,41.5164,1022
"7692","Birmingham, Iowa",-91.9472,40.8777,429
"7693","Buckeye, Iowa",-93.3758,42.4195,108
"7694","Centerville, Iowa",-92.8713,40.7289,5202
"7695","Nevada, Iowa",-93.4637,42.0185,6735
"7696","Sergeant Bluff, Iowa",-96.3555,42.4004,4551
"7697","Alleman, Iowa",-93.6094,41.8158,455
"7698","Maynard, Iowa",-91.8775,42.7739,497
"7699","Livermore, Iowa",-94.184,42.868,359
"7700","Orange City, Iowa",-96.0565,43.0019,7040
"7701","Hopkinton, Iowa",-91.2487,42.3431,610
"7702","Strawberry Point, Iowa",-91.5349,42.6803,1227
"7703","Martinsburg, Iowa",-92.2519,41.1786,109
"7704","Missouri Valley, Iowa",-95.9028,41.5574,2644
"7705","Pioneer, Iowa",-94.3909,42.6535,22
"7706","Plainfield, Iowa",-92.5362,42.8446,419
"7707","Martensdale, Iowa",-93.7386,41.3738,477
"7708","Rowan, Iowa",-93.5504,42.7391,157
"7709","Drakesville, Iowa",-92.4814,40.7984,188
"7710","Thompson, Iowa",-93.7746,43.3697,488
"7711","McClelland, Iowa",-95.6834,41.3285,150
"7712","Anthon, Iowa",-95.8657,42.3881,566
"7713","Williamson, Iowa",-93.2568,41.0883,153
"7714","Polk City, Iowa",-93.713,41.7769,4045
"7715","Raymond, Iowa",-92.2296,42.4694,809
"7716","Vining, Iowa",-92.3875,41.991,49
"7717","Sharpsburg, Iowa",-94.6405,40.803,88
"7718","Underwood, Iowa",-95.682,41.3808,939
"7719","Carpenter, Iowa",-93.0173,43.415,107
"7720","McIntire, Iowa",-92.5937,43.436,120
"7721","Clayton, Iowa",-91.1506,42.9034,42
"7722","Worthington, Iowa",-91.1208,42.3981,408
"7723","Bankston, Iowa",-90.9613,42.5073,25
"7724","Bouton, Iowa",-94.0105,41.8511,128
"7725","Willey, Iowa",-94.8224,41.9787,100
"7726","Shell Rock, Iowa",-92.5819,42.7122,1313
"7727","Laurens, Iowa",-94.8482,42.8477,1160
"7728","Albert City, Iowa",-94.9491,42.7816,685
"7729","Lucas, Iowa",-93.4611,41.0322,212
"7730","Riverton, Iowa",-95.5686,40.6868,285
